lap_number,driver,position,lap_time,gap_ahead,tire_compound,tire_age,pit_stop,track_status
10,DEV,15,93.985,22.855,SOFT,10,False,Green
10,ZHO,16,94.392,24.36,MEDIUM,10,False,Green
10,BOT,17,94.306,25.715,HARD,10,False,Green
10,MAG,18,94.715,27.089,MEDIUM,10,False,Green
10,HUL,19,93.525,55.292,MEDIUM,3,False,Green
11,VER,1,92.597,0.0,MEDIUM,11,False,Green
11,NOR,2,92.978,1.717,MEDIUM,11,False,Green
11,PIA,3,92.976,3.119,MEDIUM,11,False,Green
11,LEC,4,93.048,6.592,MEDIUM,11,False,Green
11,RUS,5,93.089,7.515,SOFT,14,False,Green
11,SAI,6,93.279,9.027,MEDIUM,11,False,Green
11,HAM,7,93.519,11.616,MEDIUM,11,False,Green
11,ALO,8,93.737,13.871,MEDIUM,12,False,Green
11,GAS,9,93.836,14.551,MEDIUM,11,False,Green
11,ALB,10,93.842,16.036,MEDIUM,11,False,Green
11,STR,11,94.198,17.354,MEDIUM,12,False,Green
11,PER,12,93.547,17.931,MEDIUM,11,False,Green
11,TSU,13,94.085,22.672,SOFT,11,False,Green
11,SAR,14,93.925,23.313,MEDIUM,11,False,Green
11,DEV,15,93.758,24.016,SOFT,11,False,Green
11,ZHO,16,94.221,25.984,MEDIUM,11,False,Green
11,BOT,17,94.354,27.472,HARD,11,False,Green
11,MAG,18,94.31,28.802,MEDIUM,11,False,Green
11,HUL,19,93.966,56.661,MEDIUM,4,False,Green
12,VER,1,92.687,0.0,MEDIUM,12,False,Green
12,NOR,2,93.116,2.146,MEDIUM,12,False,Green
12,PIA,3,93.464,3.896,MEDIUM,12,False,Green
12,LEC,4,93.621,7.526,MEDIUM,12,False,Green
12,RUS,5,93.354,8.182,SOFT,15,False,Green
12,SAI,6,93.323,9.663,MEDIUM,12,False,Green
12,HAM,7,93.908,12.837,MEDIUM,12,False,Green
12,ALO,8,93.951,15.135,MEDIUM,13,False,Green
12,GAS,9,93.705,15.569,MEDIUM,12,False,Green
12,ALB,10,93.857,17.206,MEDIUM,12,False,Green
12,PER,11,93.429,18.673,MEDIUM,12,False,Green
12,STR,12,94.766,19.433,MEDIUM,13,False,Green
12,TSU,13,94.237,24.222,SOFT,12,False,Green
12,SAR,14,94.239,24.865,MEDIUM,12,False,Green
12,DEV,15,94.165,25.494,SOFT,12,False,Green
12,ZHO,16,94.235,27.532,MEDIUM,12,False,Green
12,BOT,17,94.541,29.326,HARD,12,False,Green
12,MAG,18,94.544,30.659,MEDIUM,12,False,Green
12,HUL,19,94.022,57.996,MEDIUM,5,False,Green
13,VER,1,92.678,0.0,MEDIUM,13,False,Green
13,NOR,2,92.986,2.454,MEDIUM,13,False,Green
13,PIA,3,93.144,4.362,MEDIUM,13,False,Green
13,LEC,4,93.214,8.062,MEDIUM,13,False,Green
13,RUS,5,93.159,8.663,SOFT,16,False,Green
13,SAI,6,93.105,10.09,MEDIUM,13,False,Green
13,HAM,7,93.28,13.439,MEDIUM,13,False,Green
13,ALO,8,93.565,16.022,MEDIUM,14,False,Green
13,GAS,9,93.683,16.574,MEDIUM,13,False,Green
13,ALB,10,93.751,18.279,MEDIUM,13,False,Green
13,PER,11,93.452,19.447,MEDIUM,13,False,Green
13,STR,12,94.308,21.063,MEDIUM,14,False,Green
13,TSU,13,94.433,25.977,SOFT,13,False,Green
13,SAR,14,94.329,26.516,MEDIUM,13,False,Green
13,DEV,15,94.232,27.048,SOFT,13,False,Green
13,ZHO,16,94.13,28.984,MEDIUM,13,False,Green
13,BOT,17,94.618,31.266,HARD,13,False,Green
13,MAG,18,94.339,32.32,MEDIUM,13,False,Green
13,HUL,19,94.3,59.618,MEDIUM,6,False,Green
14,VER,1,93.046,0.0,MEDIUM,14,False,Green
14,NOR,2,93.67,3.078,MEDIUM,14,False,Green
14,PIA,3,93.603,4.919,MEDIUM,14,False,Green
14,LEC,4,93.523,8.539,MEDIUM,14,False,Green
14,RUS,5,93.729,9.346,SOFT,17,False,Green
14,SAI,6,93.941,10.985,MEDIUM,14,False,Green
14,HAM,7,93.324,13.717,MEDIUM,14,False,Green
14,ALO,8,93.88,16.856,MEDIUM,15,False,Green
14,GAS,9,93.843,17.371,MEDIUM,14,False,Green
14,ALB,10,93.951,19.184,MEDIUM,14,False,Green
14,PER,11,93.751,20.152,MEDIUM,14,False,Green
14,STR,12,94.213,22.23,MEDIUM,15,False,Green
14,SAR,13,93.683,27.153,MEDIUM,14,False,Green
14,TSU,14,94.769,27.7,SOFT,14,False,Green
14,DEV,15,94.879,28.881,SOFT,14,False,Green
14,ZHO,16,94.418,30.356,MEDIUM,14,False,Green
14,BOT,17,94.604,32.824,HARD,14,False,Green
14,MAG,18,95.024,34.298,MEDIUM,14,False,Green
14,HUL,19,94.186,60.758,MEDIUM,7,False,Green
15,VER,1,92.99,0.0,MEDIUM,15,False,Green
15,NOR,2,93.221,3.309,MEDIUM,15,False,Green
15,PIA,3,93.267,5.196,MEDIUM,15,False,Green
15,LEC,4,93.542,9.091,MEDIUM,15,False,Green
15,RUS,5,93.27,9.626,SOFT,18,False,Green
15,SAI,6,93.623,11.618,MEDIUM,15,False,Green
15,HAM,7,93.156,13.883,MEDIUM,15,False,Green
15,ALO,8,93.736,17.602,MEDIUM,16,False,Green
15,GAS,9,93.769,18.15,MEDIUM,15,False,Green
15,ALB,10,93.786,19.98,MEDIUM,15,False,Green
15,PER,11,93.48,20.642,MEDIUM,15,False,Green
15,STR,12,93.931,23.171,MEDIUM,16,False,Green
15,SAR,13,94.123,28.286,MEDIUM,15,False,Green
15,DEV,14,94.17,30.061,SOFT,15,False,Green
15,ZHO,15,94.677,32.043,MEDIUM,15,False,Green
15,BOT,16,94.627,34.461,HARD,15,False,Green
15,MAG,17,94.606,35.914,MEDIUM,15,False,Green
15,TSU,18,114.644,49.354,HARD,1,True,Green
15,HUL,19,93.925,61.693,MEDIUM,8,False,Green
16,VER,1,92.808,0.0,MEDIUM,16,False,Green
16,NOR,2,92.903,3.404,MEDIUM,16,False,Green
16,PIA,3,93.005,5.393,MEDIUM,16,False,Green
16,LEC,4,93.248,9.531,MEDIUM,16,False,Green
16,RUS,5,93.309,10.127,SOFT,19,False,Green
16,SAI,6,93.498,12.308,MEDIUM,16,False,Green
16,HAM,7,92.931,14.006,MEDIUM,16,False,Green
16,ALO,8,93.437,18.231,MEDIUM,17,False,Green
16,GAS,9,93.535,18.877,MEDIUM,16,False,Green
16,PER,10,93.055,20.889,MEDIUM,16,False,Green
16,ALB,11,94.343,21.515,MEDIUM,16,False,Green
16,STR,12,93.798,24.161,MEDIUM,17,False,Green
16,SAR,13,93.771,29.249,MEDIUM,16,False,Green
16,DEV,14,94.148,31.401,SOFT,16,False,Green
16,ZHO,15,94.263,33.498,MEDIUM,16,False,Green
16,BOT,16,94.367,36.02,HARD,16,False,Green
16,MAG,17,94.559,37.665,MEDIUM,16,False,Green
16,TSU,18,93.058,49.604,HARD,2,False,Green
16,HUL,19,93.64,62.525,MEDIUM,9,False,Green
17,VER,1,92.603,0.0,MEDIUM,17,False,Green
17,NOR,2,92.985,3.786,MEDIUM,17,False,Green
17,PIA,3,92.775,5.565,MEDIUM,17,False,Green
17,LEC,4,93.151,10.079,MEDIUM,17,False,Green
17,RUS,5,93.174,10.698,SOFT,20,False,Green
17,SAI,6,93.076,12.781,MEDIUM,17,False,Green
17,HAM,7,93.12,14.523,MEDIUM,17,False,Green
17,ALO,8,93.188,18.816,MEDIUM,18,False,Green
17,GAS,9,93.138,19.412,MEDIUM,17,False,Green
17,PER,10,93.28,21.566,MEDIUM,17,False,Green
17,ALB,11,93.707,22.619,MEDIUM,17,False,Green
17,STR,12,93.651,25.209,MEDIUM,18,False,Green
17,SAR,13,93.728,30.374,MEDIUM,17,False,Green
17,DEV,14,93.637,32.435,SOFT,17,False,Green
17,ZHO,15,94.027,34.922,MEDIUM,17,False,Green
17,BOT,16,93.867,37.284,HARD,17,False,Green
17,MAG,17,94.216,39.278,MEDIUM,17,False,Green
17,TSU,18,92.952,49.953,HARD,3,False,Green
17,HUL,19,93.616,63.538,MEDIUM,10,False,Green
18,VER,1,92.507,0.0,MEDIUM,18,False,Green
18,NOR,2,92.731,4.01,MEDIUM,18,False,Green
18,PIA,3,93.019,6.077,MEDIUM,18,False,Green
18,LEC,4,92.475,10.047,MEDIUM,18,False,Green
18,RUS,5,93.072,11.263,SOFT,21,False,Green
18,SAI,6,93.302,13.576,MEDIUM,18,False,Green
18,HAM,7,93.313,15.329,MEDIUM,18,False,Green
18,ALO,8,93.317,19.626,MEDIUM,19,False,Green
18,GAS,9,93.291,20.196,MEDIUM,18,False,Green
18,PER,10,93.099,22.158,MEDIUM,18,False,Green
18,ALB,11,93.615,23.727,MEDIUM,18,False,Green
18,STR,12,93.294,25.996,MEDIUM,19,False,Green
18,SAR,13,93.465,31.332,MEDIUM,18,False,Green
18,DEV,14,93.453,33.381,SOFT,18,False,Green
18,ZHO,15,93.861,36.276,MEDIUM,18,False,Green
18,BOT,16,93.749,38.526,HARD,18,False,Green
18,MAG,17,93.795,40.566,MEDIUM,18,False,Green
18,TSU,18,93.094,50.54,HARD,4,False,Green
18,HUL,19,93.591,64.622,MEDIUM,11,False,Green
19,VER,1,92.338,0.0,MEDIUM,19,False,Green
19,NOR,2,92.5,4.172,MEDIUM,19,False,Green
19,PIA,3,92.88,6.619,MEDIUM,19,False,Green
19,RUS,4,92.807,11.732,SOFT,22,False,Green
19,SAI,5,93.242,14.48,MEDIUM,19,False,Green
19,HAM,6,93.201,16.192,MEDIUM,19,False,Green
19,ALO,7,93.185,20.473,MEDIUM,20,False,Green
19,GAS,8,93.199,21.057,MEDIUM,19,False,Green
19,PER,9,93.276,23.096,MEDIUM,19,False,Green
19,ALB,10,93.654,25.043,MEDIUM,19,False,Green
19,STR,11,93.338,26.996,MEDIUM,20,False,Green
19,LEC,12,112.861,30.57,HARD,1,True,Green
19,SAR,13,93.573,32.567,MEDIUM,19,False,Green
19,DEV,14,93.835,34.878,SOFT,19,False,Green
19,ZHO,15,93.907,37.845,MEDIUM,19,False,Green
19,BOT,16,93.73,39.918,HARD,19,False,Green
19,MAG,17,94.281,42.509,MEDIUM,19,False,Green
19,TSU,18,93.424,51.626,HARD,5,False,Green
19,HUL,19,93.763,66.047,MEDIUM,12,False,Green
20,VER,1,92.295,0.0,MEDIUM,20,False,Green
20,NOR,2,92.77,4.647,MEDIUM,20,False,Green
20,PIA,3,92.66,6.984,MEDIUM,20,False,Green
20,RUS,4,92.803,12.24,SOFT,23,False,Green
20,SAI,5,93.007,15.192,MEDIUM,20,False,Green
20,HAM,6,92.956,16.853,MEDIUM,20,False,Green
20,ALO,7,93.016,21.194,MEDIUM,21,False,Green
20,GAS,8,93.248,22.01,MEDIUM,20,False,Green
20,PER,9,93.202,24.003,MEDIUM,20,False,Green
20,ALB,10,93.44,26.188,MEDIUM,20,False,Green
20,STR,11,93.489,28.19,MEDIUM,21,False,Green
20,LEC,12,92.87,31.145,HARD,2,False,Green
20,SAR,13,93.387,33.659,MEDIUM,20,False,Green
20,DEV,14,93.48,36.063,SOFT,20,False,Green
20,ZHO,15,93.726,39.276,MEDIUM,20,False,Green
20,BOT,16,93.671,41.294,HARD,20,False,Green
20,MAG,17,93.935,44.149,MEDIUM,20,False,Green
20,TSU,18,93.281,52.612,HARD,6,False,Green
20,HUL,19,93.555,67.307,MEDIUM,13,False,Green
21,VER,1,92.494,0.0,MEDIUM,21,False,Green
21,NOR,2,92.604,4.757,MEDIUM,21,False,Green
21,PIA,3,92.749,7.239,MEDIUM,21,False,Green
21,RUS,4,92.85,12.596,SOFT,24,False,Green
21,SAI,5,93.261,15.959,MEDIUM,21,False,Green
21,HAM,6,92.779,17.138,MEDIUM,21,False,Green
21,ALO,7,93.19,21.89,MEDIUM,22,False,Green
21,GAS,8,93.098,22.614,MEDIUM,21,False,Green
21,PER,9,93.233,24.742,MEDIUM,21,False,Green
21,ALB,10,93.195,26.889,MEDIUM,21,False,Green
21,STR,11,93.498,29.194,MEDIUM,22,False,Green
21,LEC,12,92.848,31.499,HARD,3,False,Green
21,SAR,13,93.458,34.623,MEDIUM,21,False,Green
21,DEV,14,93.652,37.221,SOFT,21,False,Green
21,ZHO,15,93.56,40.342,MEDIUM,21,False,Green
21,BOT,16,93.607,42.407,HARD,21,False,Green
21,MAG,17,94.083,45.738,MEDIUM,21,False,Green
21,TSU,18,93.189,53.307,HARD,7,False,Green
21,HUL,19,93.35,68.163,MEDIUM,14,False,Green
22,VER,1,92.184,0.0,MEDIUM,22,False,Green
22,NOR,2,92.637,5.21,MEDIUM,22,False,Green
22,PIA,3,92.537,7.592,MEDIUM,22,False,Green
22,RUS,4,92.568,12.98,SOFT,25,False,Green
22,SAI,5,92.871,16.646,MEDIUM,22,False,Green
22,HAM,6,92.821,17.775,MEDIUM,22,False,Green
22,ALO,7,93.092,22.798,MEDIUM,23,False,Green
22,GAS,8,93.168,23.598,MEDIUM,22,False,Green
22,PER,9,93.026,25.584,MEDIUM,22,False,Green
22,ALB,10,93.021,27.726,MEDIUM,22,False,Green
22,STR,11,93.431,30.441,MEDIUM,23,False,Green
22,LEC,12,93.035,32.35,HARD,4,False,Green
22,SAR,13,93.479,35.918,MEDIUM,22,False,Green
22,DEV,14,93.647,38.684,SOFT,22,False,Green
22,ZHO,15,93.679,41.837,MEDIUM,22,False,Green
22,BOT,16,93.468,43.691,HARD,22,False,Green
22,MAG,17,93.997,47.551,MEDIUM,22,False,Green
22,TSU,18,93.004,54.127,HARD,8,False,Green
22,HUL,19,93.143,69.122,MEDIUM,15,False,Green
23,VER,1,92.272,0.0,MEDIUM,23,False,Green
23,NOR,2,92.619,5.557,MEDIUM,23,False,Green
23,PIA,3,92.732,8.052,MEDIUM,23,False,Green
23,RUS,4,92.683,13.391,SOFT,26,False,Green
23,SAI,5,92.755,17.129,MEDIUM,23,False,Green
23,HAM,6,92.974,18.477,MEDIUM,23,False,Green
23,ALO,7,93.026,23.552,MEDIUM,24,False,Green
23,GAS,8,92.846,24.172,MEDIUM,23,False,Green
23,PER,9,93.262,26.574,MEDIUM,23,False,Green
23,ALB,10,93.117,28.571,MEDIUM,23,False,Green
23,STR,11,93.114,31.283,MEDIUM,24,False,Green
23,LEC,12,92.554,32.632,HARD,5,False,Green
23,SAR,13,93.212,36.858,MEDIUM,23,False,Green
23,DEV,14,93.622,40.034,SOFT,23,False,Green
23,ZHO,15,93.642,43.207,MEDIUM,23,False,Green
23,BOT,16,93.787,45.206,HARD,23,False,Green
23,MAG,17,93.98,49.259,MEDIUM,23,False,Green
23,TSU,18,93.098,54.953,HARD,9,False,Green
23,HUL,19,93.294,70.144,MEDIUM,16,False,Green
24,VER,1,92.35,0.0,MEDIUM,24,False,Green
24,NOR,2,92.721,5.928,MEDIUM,24,False,Green
24,PIA,3,92.676,8.378,MEDIUM,24,False,Green
24,RUS,4,92.852,13.893,SOFT,27,False,Green
24,SAI,5,92.77,17.549,MEDIUM,24,False,Green
24,HAM,6,92.703,18.83,MEDIUM,24,False,Green
24,ALO,7,93.017,24.219,MEDIUM,25,False,Green
24,GAS,8,93.164,24.986,MEDIUM,24,False,Green
24,PER,9,92.726,26.95,MEDIUM,24,False,Green
24,ALB,10,93.163,29.384,MEDIUM,24,False,Green
24,STR,11,93.391,32.324,MEDIUM,25,False,Green
24,LEC,12,92.731,33.013,HARD,6,False,Green
24,SAR,13,93.502,38.01,MEDIUM,24,False,Green
24,DEV,14,93.663,41.347,SOFT,24,False,Green
24,ZHO,15,93.17,44.027,MEDIUM,24,False,Green
24,BOT,16,93.464,46.32,HARD,24,False,Green
24,MAG,17,93.891,50.8,MEDIUM,24,False,Green
24,TSU,18,93.205,55.808,HARD,10,False,Green
24,HUL,19,93.461,71.255,MEDIUM,17,False,Green
25,VER,1,92.295,0.0,MEDIUM,25,False,Green
25,NOR,2,92.949,6.582,MEDIUM,25,False,Green
25,PIA,3,92.809,8.892,MEDIUM,25,False,Green
25,RUS,4,92.863,14.461,SOFT,28,False,Green
25,SAI,5,93.133,18.387,MEDIUM,25,False,Green
25,HAM,6,93.087,19.622,MEDIUM,25,False,Green
25,ALO,7,93.078,25.002,MEDIUM,26,False,Green
25,GAS,8,93.098,25.789,MEDIUM,25,False,Green
25,PER,9,92.907,27.562,MEDIUM,25,False,Green
