lap_number,driver,position,lap_time,gap_ahead,tire_compound,tire_age,pit_stop,track_status
11,HAM,12,91.858,25.097,INTERMEDIATE,11,False,Yellow
11,COL,13,85.549,25.294,INTERMEDIATE,11,False,Yellow
11,BOT,14,86.246,26.852,INTERMEDIATE,11,False,Yellow
11,SAI,15,86.203,27.197,INTERMEDIATE,11,False,Yellow
11,BEA,16,86.216,27.906,INTERMEDIATE,11,False,Yellow
11,PER,17,86.025,28.631,INTERMEDIATE,11,False,Yellow
11,ZHO,18,85.544,34.513,INTERMEDIATE,11,False,Yellow
12,RUS,1,84.216,0.0,INTERMEDIATE,15,False,Yellow
12,NOR,2,84.072,0.947,INTERMEDIATE,15,False,Yellow
12,TSU,3,84.877,7.762,INTERMEDIATE,15,False,Yellow
12,OCO,4,84.641,8.545,INTERMEDIATE,14,False,Yellow
12,LEC,5,84.755,9.255,INTERMEDIATE,14,False,Yellow
12,VER,6,83.43,10.649,INTERMEDIATE,12,False,Yellow
12,LAW,7,84.834,13.291,INTERMEDIATE,15,False,Yellow
12,PIA,8,84.83,14.002,INTERMEDIATE,15,False,Yellow
12,ALO,9,84.657,16.432,INTERMEDIATE,12,False,Green
12,GAS,10,86.151,19.307,INTERMEDIATE,12,False,Green
12,HUL,11,84.372,20.426,INTERMEDIATE,12,False,Green
12,COL,12,85.418,26.496,INTERMEDIATE,12,False,Green
12,HAM,13,86.433,27.314,INTERMEDIATE,12,False,Green
12,SAI,14,85.633,28.614,INTERMEDIATE,12,False,Green
12,BEA,15,85.992,29.682,INTERMEDIATE,12,False,Green
12,PER,16,85.993,30.408,INTERMEDIATE,12,False,Green
12,BOT,17,89.257,31.893,INTERMEDIATE,12,False,Green
12,ZHO,18,86.543,36.84,INTERMEDIATE,12,False,Green
13,RUS,1,84.672,0.0,INTERMEDIATE,16,False,Green
13,NOR,2,84.725,1.0,INTERMEDIATE,16,False,Green
13,TSU,3,85.172,8.262,INTERMEDIATE,16,False,Green
13,OCO,4,84.926,8.799,INTERMEDIATE,15,False,Green
13,LEC,5,84.943,9.526,INTERMEDIATE,15,False,Green
13,VER,6,84.512,10.489,INTERMEDIATE,13,False,Green
13,LAW,7,85.21,13.829,INTERMEDIATE,16,False,Green
13,PIA,8,85.187,14.517,INTERMEDIATE,16,False,Green
13,ALO,9,84.886,16.646,INTERMEDIATE,13,False,Green
13,GAS,10,84.937,19.572,INTERMEDIATE,13,False,Green
13,HUL,11,84.796,20.55,INTERMEDIATE,13,False,Green
13,COL,12,84.565,26.389,INTERMEDIATE,13,False,Green
13,HAM,13,84.559,27.201,INTERMEDIATE,13,False,Green
13,SAI,14,84.293,28.235,INTERMEDIATE,13,False,Green
13,BEA,15,85.215,30.225,INTERMEDIATE,13,False,Green
13,PER,16,85.641,31.377,INTERMEDIATE,13,False,Green
13,BOT,17,86.638,33.859,INTERMEDIATE,13,False,Green
13,ZHO,18,87.829,39.997,INTERMEDIATE,13,False,Green
14,RUS,1,84.462,0.0,INTERMEDIATE,17,False,Green
14,NOR,2,84.437,0.975,INTERMEDIATE,17,False,Green
14,TSU,3,84.827,8.627,INTERMEDIATE,17,False,Green
14,OCO,4,85.044,9.381,INTERMEDIATE,16,False,Green
14,LEC,5,84.948,10.012,INTERMEDIATE,16,False,Green
14,VER,6,84.791,10.818,INTERMEDIATE,14,False,Green
14,LAW,7,84.813,14.18,INTERMEDIATE,17,False,Green
14,PIA,8,85.307,15.362,INTERMEDIATE,17,False,Green
14,ALO,9,84.793,16.977,INTERMEDIATE,14,False,Green
14,GAS,10,84.798,19.908,INTERMEDIATE,14,False,Green
14,HUL,11,84.91,20.998,INTERMEDIATE,14,False,Green
14,COL,12,84.75,26.677,INTERMEDIATE,14,False,Green
14,HAM,13,84.51,27.249,INTERMEDIATE,14,False,Green
14,SAI,14,84.312,28.085,INTERMEDIATE,14,False,Green
14,BEA,15,84.365,30.128,INTERMEDIATE,14,False,Green
14,PER,16,85.755,32.67,INTERMEDIATE,14,False,Green
14,BOT,17,85.315,34.712,INTERMEDIATE,14,False,Green
14,ZHO,18,87.146,42.681,INTERMEDIATE,14,False,Green
15,RUS,1,84.383,0.0,INTERMEDIATE,18,False,Green
15,NOR,2,84.461,1.053,INTERMEDIATE,18,False,Green
15,TSU,3,84.635,8.879,INTERMEDIATE,18,False,Green
15,OCO,4,84.896,9.894,INTERMEDIATE,17,False,Green
15,LEC,5,84.652,10.281,INTERMEDIATE,17,False,Green
15,VER,6,84.669,11.104,INTERMEDIATE,15,False,Green
15,LAW,7,85.154,14.951,INTERMEDIATE,18,False,Green
15,PIA,8,84.924,15.903,INTERMEDIATE,18,False,Green
15,ALO,9,84.579,17.173,INTERMEDIATE,15,False,Green
15,GAS,10,84.66,20.185,INTERMEDIATE,15,False,Green
15,HUL,11,84.845,21.46,INTERMEDIATE,15,False,Green
15,COL,12,85.655,27.949,INTERMEDIATE,15,False,Green
15,HAM,13,85.793,28.659,INTERMEDIATE,15,False,Green
15,SAI,14,85.434,29.136,INTERMEDIATE,15,False,Green
15,BEA,15,84.73,30.475,INTERMEDIATE,15,False,Green
15,PER,16,85.279,33.566,INTERMEDIATE,15,False,Green
15,BOT,17,85.431,35.76,INTERMEDIATE,15,False,Green
15,ZHO,18,86.38,44.678,INTERMEDIATE,15,False,Green
16,RUS,1,83.984,0.0,INTERMEDIATE,19,False,Green
16,NOR,2,84.484,1.553,INTERMEDIATE,19,False,Green
16,TSU,3,84.762,9.657,INTERMEDIATE,19,False,Green
16,OCO,4,85.045,10.955,INTERMEDIATE,18,False,Green
16,LEC,5,85.249,11.546,INTERMEDIATE,18,False,Green
16,VER,6,85.131,12.251,INTERMEDIATE,16,False,Green
16,LAW,7,84.984,15.951,INTERMEDIATE,19,False,Green
16,PIA,8,84.896,16.815,INTERMEDIATE,19,False,Green
16,GAS,9,84.351,20.552,INTERMEDIATE,16,False,Green
16,ALO,10,88.626,21.815,INTERMEDIATE,16,False,Green
16,HUL,11,85.646,23.122,INTERMEDIATE,16,False,Green
16,COL,12,85.338,29.303,INTERMEDIATE,16,False,Green
16,HAM,13,85.448,30.123,INTERMEDIATE,16,False,Green
16,SAI,14,85.792,30.944,INTERMEDIATE,16,False,Green
16,BEA,15,85.055,31.546,INTERMEDIATE,16,False,Green
16,PER,16,84.469,34.051,INTERMEDIATE,16,False,Green
16,BOT,17,84.896,36.672,INTERMEDIATE,16,False,Green
16,ZHO,18,86.125,46.819,INTERMEDIATE,16,False,Green
17,RUS,1,84.71,0.0,INTERMEDIATE,20,False,Green
17,NOR,2,83.973,0.816,INTERMEDIATE,20,False,Green
17,TSU,3,84.724,9.671,INTERMEDIATE,20,False,Green
17,OCO,4,84.243,10.488,INTERMEDIATE,19,False,Green
17,LEC,5,84.271,11.107,INTERMEDIATE,19,False,Green
17,VER,6,84.328,11.869,INTERMEDIATE,17,False,Green
17,LAW,7,84.525,15.766,INTERMEDIATE,20,False,Green
17,PIA,8,84.555,16.66,INTERMEDIATE,20,False,Green
17,GAS,9,84.237,20.079,INTERMEDIATE,17,False,Green
17,ALO,10,84.51,21.615,INTERMEDIATE,17,False,Green
17,HUL,11,84.397,22.809,INTERMEDIATE,17,False,Green
17,COL,12,84.967,29.56,INTERMEDIATE,17,False,Green
17,HAM,13,84.732,30.145,INTERMEDIATE,17,False,Green
17,SAI,14,84.667,30.901,INTERMEDIATE,17,False,Green
17,BEA,15,84.941,31.777,INTERMEDIATE,17,False,Green
17,PER,16,84.395,33.736,INTERMEDIATE,17,False,Green
17,BOT,17,84.927,36.889,INTERMEDIATE,17,False,Green
17,ZHO,18,85.855,47.964,INTERMEDIATE,17,False,Green
18,RUS,1,84.423,0.0,INTERMEDIATE,21,False,Green
18,NOR,2,84.505,0.898,INTERMEDIATE,21,False,Green
18,TSU,3,84.547,9.795,INTERMEDIATE,21,False,Green
18,OCO,4,84.423,10.488,INTERMEDIATE,20,False,Green
18,LEC,5,84.351,11.035,INTERMEDIATE,20,False,Green
18,VER,6,84.248,11.694,INTERMEDIATE,18,False,Green
18,LAW,7,84.682,16.025,INTERMEDIATE,21,False,Green
18,PIA,8,84.526,16.763,INTERMEDIATE,21,False,Green
18,GAS,9,84.199,19.855,INTERMEDIATE,18,False,Green
18,ALO,10,84.035,21.227,INTERMEDIATE,18,False,Green
18,HUL,11,85.094,23.48,INTERMEDIATE,18,False,Green
18,COL,12,84.836,29.973,INTERMEDIATE,18,False,Green
18,SAI,13,84.874,31.352,INTERMEDIATE,18,False,Green
18,HAM,14,86.035,31.757,INTERMEDIATE,18,False,Green
18,BEA,15,84.883,32.237,INTERMEDIATE,18,False,Green
18,PER,16,85.85,35.163,INTERMEDIATE,18,False,Green
18,BOT,17,85.189,37.655,INTERMEDIATE,18,False,Green
18,ZHO,18,85.579,49.12,INTERMEDIATE,18,False,Green
19,RUS,1,84.338,0.0,INTERMEDIATE,22,False,Green
19,NOR,2,84.465,1.025,INTERMEDIATE,22,False,Green
19,TSU,3,84.275,9.732,INTERMEDIATE,22,False,Green
19,OCO,4,84.222,10.372,INTERMEDIATE,21,False,Green
19,LEC,5,84.243,10.94,INTERMEDIATE,21,False,Green
19,VER,6,84.493,11.849,INTERMEDIATE,19,False,Green
19,LAW,7,84.607,16.294,INTERMEDIATE,22,False,Green
19,PIA,8,84.563,16.988,INTERMEDIATE,22,False,Green
19,GAS,9,84.214,19.731,INTERMEDIATE,19,False,Green
19,ALO,10,84.787,21.676,INTERMEDIATE,19,False,Green
19,HUL,11,84.415,23.557,INTERMEDIATE,19,False,Green
19,COL,12,85.028,30.663,INTERMEDIATE,19,False,Green
19,SAI,13,84.201,31.215,INTERMEDIATE,19,False,Green
19,BEA,14,85.601,33.5,INTERMEDIATE,19,False,Green
19,HAM,15,86.872,34.291,INTERMEDIATE,19,False,Green
19,PER,16,84.414,35.239,INTERMEDIATE,19,False,Green
19,BOT,17,85.089,38.406,INTERMEDIATE,19,False,Green
19,ZHO,18,85.376,50.158,INTERMEDIATE,19,False,Green
20,RUS,1,83.751,0.0,INTERMEDIATE,23,False,Green
20,NOR,2,84.197,1.471,INTERMEDIATE,23,False,Green
20,TSU,3,84.163,10.144,INTERMEDIATE,23,False,Green
20,OCO,4,84.282,10.903,INTERMEDIATE,22,False,Green
20,LEC,5,84.231,11.42,INTERMEDIATE,22,False,Green
20,VER,6,83.915,12.013,INTERMEDIATE,20,False,Green
20,LAW,7,84.034,16.577,INTERMEDIATE,23,False,Green
20,PIA,8,84.278,17.515,INTERMEDIATE,23,False,Green
20,GAS,9,84.381,20.361,INTERMEDIATE,20,False,Green
20,ALO,10,83.949,21.874,INTERMEDIATE,20,False,Green
20,HUL,11,84.354,24.16,INTERMEDIATE,20,False,Green
20,COL,12,85.366,32.278,INTERMEDIATE,20,False,Green
20,SAI,13,85.301,32.765,INTERMEDIATE,20,False,Green
20,BEA,14,84.414,34.163,INTERMEDIATE,20,False,Green
20,HAM,15,84.315,34.855,INTERMEDIATE,20,False,Green
20,PER,16,84.522,36.01,INTERMEDIATE,20,False,Green
20,BOT,17,84.984,39.639,INTERMEDIATE,20,False,Green
20,ZHO,18,85.053,51.46,INTERMEDIATE,20,False,Green
21,RUS,1,83.517,0.0,INTERMEDIATE,24,False,Green
21,NOR,2,83.777,1.731,INTERMEDIATE,24,False,Green
21,TSU,3,84.179,10.806,INTERMEDIATE,24,False,Green
21,OCO,4,84.037,11.423,INTERMEDIATE,23,False,Green
21,LEC,5,84.802,12.705,INTERMEDIATE,23,False,Green
21,VER,6,84.269,12.765,INTERMEDIATE,21,False,Green
21,LAW,7,84.17,17.23,INTERMEDIATE,24,False,Green
21,PIA,8,84.098,18.096,INTERMEDIATE,24,False,Green
21,GAS,9,83.92,20.764,INTERMEDIATE,21,False,Green
21,ALO,10,84.09,22.447,INTERMEDIATE,21,False,Green
21,HUL,11,83.764,24.407,INTERMEDIATE,21,False,Green
21,COL,12,84.296,33.057,INTERMEDIATE,21,False,Green
21,SAI,13,84.631,33.879,INTERMEDIATE,21,False,Green
21,BEA,14,84.482,35.128,INTERMEDIATE,21,False,Green
21,HAM,15,84.385,35.723,INTERMEDIATE,21,False,Green
21,PER,16,84.408,36.901,INTERMEDIATE,21,False,Green
21,BOT,17,84.726,40.848,INTERMEDIATE,21,False,Green
21,ZHO,18,86.01,53.953,INTERMEDIATE,21,False,Green
22,RUS,1,83.883,0.0,INTERMEDIATE,25,False,Green
22,NOR,2,83.592,1.44,INTERMEDIATE,25,False,Green
22,TSU,3,84.39,11.313,INTERMEDIATE,25,False,Green
22,OCO,4,84.37,11.91,INTERMEDIATE,24,False,Green
22,LEC,5,84.309,13.131,INTERMEDIATE,24,False,Green
22,VER,6,85.055,13.937,INTERMEDIATE,22,False,Green
22,LAW,7,84.365,17.712,INTERMEDIATE,25,False,Green
22,PIA,8,84.225,18.438,INTERMEDIATE,25,False,Green
22,GAS,9,83.996,20.877,INTERMEDIATE,22,False,Green
22,ALO,10,84.384,22.948,INTERMEDIATE,22,False,Green
22,HUL,11,84.062,24.586,INTERMEDIATE,22,False,Green
22,COL,12,84.878,34.052,INTERMEDIATE,22,False,Green
22,BEA,13,84.517,35.762,INTERMEDIATE,22,False,Green
22,HAM,14,84.506,36.346,INTERMEDIATE,22,False,Green
22,SAI,15,87.774,37.77,INTERMEDIATE,22,False,Green
22,PER,16,85.382,38.4,INTERMEDIATE,22,False,Green
22,BOT,17,85.144,42.109,INTERMEDIATE,22,False,Green
22,ZHO,18,85.637,55.707,INTERMEDIATE,22,False,Green
23,RUS,1,84.127,0.0,INTERMEDIATE,26,False,Green
23,NOR,2,83.732,1.045,INTERMEDIATE,26,False,Green
23,TSU,3,84.543,11.729,INTERMEDIATE,26,False,Green
23,OCO,4,84.606,12.389,INTERMEDIATE,25,False,Green
23,LEC,5,84.137,13.141,INTERMEDIATE,25,False,Green
23,VER,6,84.267,14.077,INTERMEDIATE,23,False,Green
23,LAW,7,85.0,18.585,INTERMEDIATE,26,False,Green
23,PIA,8,84.774,19.085,INTERMEDIATE,26,False,Green
23,GAS,9,84.744,21.494,INTERMEDIATE,23,False,Green
23,ALO,10,84.204,23.025,INTERMEDIATE,23,False,Green
23,HUL,11,84.583,25.042,INTERMEDIATE,23,False,Green
23,BEA,12,84.306,35.941,INTERMEDIATE,23,False,Green
23,HAM,13,84.555,36.774,INTERMEDIATE,23,False,Green
23,COL,14,88.291,38.216,INTERMEDIATE,23,False,Green
23,SAI,15,85.187,38.83,INTERMEDIATE,23,False,Green
23,PER,16,85.158,39.431,INTERMEDIATE,23,False,Green
23,BOT,17,84.966,42.948,INTERMEDIATE,23,False,Green
23,ZHO,18,86.438,58.018,INTERMEDIATE,23,False,Green
24,RUS,1,84.407,0.0,INTERMEDIATE,27,False,Green
24,NOR,2,83.982,0.62,INTERMEDIATE,27,False,Green
24,TSU,3,84.617,11.939,INTERMEDIATE,27,False,Green
24,OCO,4,84.516,12.498,INTERMEDIATE,26,False,Green
24,VER,5,84.53,14.2,INTERMEDIATE,24,False,Green
